,mtknr,geschl
9072,2744,W
9073,4143,M
9074,12513,M
9075,12514,W
9076,12515,M
9077,4384,W
9078,12516,M
9079,2428,W
9080,5304,W
9081,12517,W
9082,12518,W
9083,12519,W
9084,12520,W
9085,5215,W
9086,746,M
9087,5308,W
9088,12521,W
9089,6451,M
9090,12522,M
9091,12523,M
9092,5910,W
9093,12524,W
9094,1713,W
9095,12525,W
9096,208,M
9097,4484,W
9098,12526,M
9099,12527,W
9100,4334,W
9101,6294,M
9102,12528,M
9103,6293,W
9104,12529,M
9105,12530,W
9106,1885,M
9107,3715,M
9108,4507,W
9109,4957,W
9110,12531,W
9111,12532,W
9112,1034,M
9113,12533,M
9114,12534,W
9115,5728,M
9116,12535,M
9117,12536,M
9118,12537,M
9119,12538,W
9120,111,M
9121,3910,W
9122,14,M
9123,12539,W
9124,12540,W
9125,12541,W
9126,6117,W
9127,12542,M
9128,12543,W
9129,4798,M
9130,12544,M
9131,3493,W
9132,6674,M
9133,6138,M
9134,12545,W
9135,12546,W
9136,83,W
9137,12547,W
9138,6470,M
9139,12548,M
9140,1307,M
9141,12549,M
9142,1163,M
9143,12550,W
9144,12551,W
9145,4254,M
9146,12552,W
9147,12553,W
9148,12554,W
9149,3321,M
9150,12555,M
9151,12556,M
9152,4909,M
9153,435,M
9154,12557,M
9155,3432,M
9156,3757,M
9157,12558,M
9158,12559,W
9159,12560,W
9160,12561,W
9161,12562,W
9162,12563,M
9163,12564,M
9164,12565,M
9165,7356,M
9166,4078,M
9167,12566,M
9168,12567,W
9169,12568,W
9170,12569,M
9171,1524,M
9172,12570,W
9173,4854,M
9174,12571,M
9175,1169,M
9176,12572,W
9177,12573,W
9178,12574,M
9179,833,M
9180,7121,W
9181,5605,M
9182,12575,M
9183,6388,W
9184,3644,W
9185,4515,M
9186,4900,M
9187,12576,M
9188,4547,W
9189,2239,W
9190,12577,W
9191,3170,W
9192,12578,W
9193,12579,W
9194,342,M
9195,2783,M
9196,12580,W
9197,5629,M
9198,12581,W
9199,12582,M
9200,12583,M
9201,2125,M
9202,12584,M
9203,1923,M
9204,66,M
9205,5743,M
9206,12585,W
9207,12586,M
9208,12587,M
9209,12588,W
9210,1368,W
9211,726,W
9212,5410,M
9213,3798,W
9214,122,M
9215,4564,W
9216,12589,M
9217,1699,M
9218,12590,M
9219,12591,M
9220,12592,W
9221,4599,M
9222,5020,M
9223,1585,M
9224,3405,W
9225,4871,M
9226,12593,M
9227,12594,M
9228,7170,M
9229,1330,W
9230,12595,W
9231,2600,W
9232,3768,W
9233,209,W
9234,12596,W
9235,7173,W
9236,1509,M
9237,5076,M
9238,12597,M
9239,12598,W
9240,5818,W
9241,2875,M
9242,374,M
9243,12599,M
9244,5411,M
9245,12600,W
9246,12601,M
9247,2711,M
9248,12602,W
9249,4290,W
9250,1264,W
9251,7453,W
9252,12603,M
9253,12604,W
9254,12605,M
9255,892,M
9256,12606,M
9257,12607,M
9258,69,M
9259,12608,W
9260,3307,M
9261,34,W
9262,330,W
9263,12609,M
9264,12610,W
9265,4634,M
9266,12611,W
9267,2801,M
9268,5917,M
9269,12612,M
9270,2766,W
9271,3882,W
9272,6284,M
9273,7190,M
9274,5004,M
9275,12613,W
9276,12614,M
9277,12615,M
9278,12616,W
9279,12617,W
9280,12618,M
9281,7266,W
9282,12619,M
9283,1540,W
9284,7287,M
9285,12620,M
9286,12621,W
9287,1122,M
9288,12622,W
9289,1344,M
9290,12623,M
9291,6232,W
9292,3115,M
9293,7482,W
9294,12624,M
9295,6988,W
9296,12625,W
9297,5369,M
9298,3406,M
9299,1349,M
9300,12626,M
9301,1073,M
9302,12627,M
9303,2013,W
9304,12628,M
9305,136,M
9306,3786,M
9307,5264,W
9308,12629,W
9309,12630,W
9310,12631,W
9311,12632,M
9312,5117,M
9313,6185,M
9314,5003,M
9315,6278,M
9316,12633,W
9317,6543,W
9318,4835,M
9319,5999,M
9320,6500,M
9321,3241,W
9322,3386,M
9323,12634,W
9324,1597,M
9325,12635,M
9326,12636,M
9327,12637,M
9328,2304,M
9329,12638,M
9330,12639,M
9331,12640,W
9332,2009,W
9333,12641,M
9334,1749,W
9335,12642,M
9336,5262,W
9337,157,M
9338,6984,M
9339,12643,M
9340,12644,M
9341,149,M
9342,12645,M
9343,12646,M
9344,12647,W
9345,2874,M
9346,2382,W
9347,12648,M
9348,12649,W
9349,12650,W
9350,12651,W
9351,12652,M
9352,12653,W
9353,3410,W
9354,12654,M
9355,2493,M
9356,12655,M
9357,2488,M
9358,4949,M
9359,4920,W
9360,1674,M
9361,12656,M
9362,5224,W
9363,12657,W
9364,7145,W
9365,2936,M
9366,12658,W
9367,12659,M
9368,5049,M
9369,12660,M
9370,2620,W
9371,12661,M
9372,12662,M
9373,4214,W
9374,12663,M
9375,12664,W
9376,12665,M
9377,12666,M
9378,5178,W
9379,12667,M
9380,6016,M
9381,7198,M
9382,4159,M
9383,12668,W
9384,3529,W
9385,7069,M
9386,12669,M
9387,12670,M
9388,12671,M
9389,2362,W
9390,12672,M
9391,12673,W
9392,12674,M
9393,2887,W
9394,5620,W
9395,12675,M
9396,12676,M
9397,12677,W
9398,12678,M
9399,12679,M
9400,3291,M
9401,12680,W
9402,1562,M
9403,1969,M
9404,12681,M
9405,12682,W
9406,12683,M
9407,12684,M
9408,3404,W
9409,12685,M
9410,12686,M
9411,12687,M
9412,12688,M
9413,2947,M
9414,12689,W
9415,6585,W
9416,7146,M
9417,12690,W
9418,6099,W
9419,589,M
9420,5601,M
9421,6262,M
9422,2487,M
9423,4019,W
9424,2736,W
9425,12691,M
9426,3863,M
9427,12692,M
9428,4053,W
9429,4659,W
9430,12693,M
9431,615,M
9432,7237,M
9433,12694,M
9434,12695,M
9435,12696,M
9436,12697,M
9437,12698,W
9438,3999,M
9439,12699,W
9440,12700,M
9441,7148,M
9442,12701,M
9443,4119,M
9444,12702,M
9445,324,M
9446,12703,W
9447,4185,M
9448,12704,M
9449,12705,M
9450,12706,W
9451,2206,W
9452,1883,M
9453,4318,W
9454,12707,W
9455,6956,M
9456,12708,W
9457,4629,M
9458,6544,M
9459,1933,M
9460,12709,W
9461,2218,M
9462,12710,M
9463,12711,W
9464,12712,W
9465,1547,W
9466,12713,W
9467,964,M
9468,3428,M
9469,12714,M
9470,6281,W
9471,1173,W
9472,12715,M
9473,5352,W
9474,3582,W
9475,12716,M
9476,12717,W
9477,12718,M
9478,12719,M
9479,2745,M
9480,12720,M
9481,3934,M
9482,12721,M
9483,12722,W
9484,12723,W
9485,12724,W
9486,1096,W
9487,345,M
9488,2658,W
9489,12725,M
9490,1088,M
9491,6077,M
9492,12726,M
9493,12727,M
9494,12728,M
9495,12729,W
9496,3392,W
9497,3808,W
9498,12730,W
9499,6534,M
9500,12731,M
9501,12732,M
9502,7120,W
9503,12733,M
9504,12734,M
9505,731,M
9506,6514,M
9507,12735,W
9508,12736,M
9509,12737,W
9510,3110,W
9511,12738,M
9512,12739,M
9513,1796,W
9514,12740,M
9515,920,M
9516,3041,M
9517,12741,M
9518,12742,W
9519,12743,W
9520,12744,W
9521,12745,M
9522,3675,M
9523,12746,W
9524,12747,W
9525,12748,W
9526,1983,M
9527,1464,W
9528,12749,M
9529,12750,W
9530,5481,W
9531,5164,W
9532,5940,M
9533,3563,M
9534,12751,M
9535,12752,M
9536,12753,W
9537,4328,W
9538,4372,M
9539,12754,M
9540,851,W
9541,12755,W
9542,12756,W
9543,12757,W
9544,12758,W
9545,12759,M
9546,12760,W
9547,150,M
9548,12761,W
9549,12762,M
9550,7458,M
9551,12763,W
9552,12764,W
9553,12765,M
9554,12766,M
9555,12767,W
9556,12768,W
9557,1766,W
9558,721,W
9559,3738,M
9560,12769,W
9561,5725,M
9562,5704,M
9563,12770,M
9564,12771,M
9565,12772,M
9566,12773,M
9567,3472,M
9568,12774,M
9569,2205,M
9570,12775,W
9571,12776,M
9572,12777,M
9573,12778,M
9574,12779,M
9575,767,M
9576,12780,M
9577,2924,W
9578,5312,M
9579,12781,W
9580,2389,M
9581,1592,M
9582,12782,M
9583,2538,W
9584,12783,W
9585,2380,M
9586,12784,M
9587,12785,M
9588,2653,M
9589,12786,W
9590,12787,W
9591,4669,M
9592,714,M
9593,1401,M
9594,1844,W
9595,12788,W
9596,4298,M
9597,4051,M
9598,12789,W
9599,7334,M
9600,911,M
9601,6509,M
9602,4411,W
9603,12790,M
9604,12791,W
9605,659,W
9606,1670,M
9607,12792,M
9608,2884,W
9609,202,W
9610,12793,M
9611,12794,W
9612,3320,W
9613,12795,M
9614,12796,W
9615,2621,W
9616,2080,M
9617,6895,W
9618,12797,W
9619,5323,M
9620,12798,W
9621,12799,M
9622,3793,M
9623,5271,M
9624,12800,M
9625,12801,M
9626,12802,M
9627,12803,M
9628,6085,W
9629,12804,M
9630,12805,M
9631,4499,M
9632,12806,W
9633,12807,M
9634,12808,M
9635,12809,W
9636,12810,W
9637,12811,M
9638,12812,W
9639,12813,M
9640,12814,M
9641,1803,M
9642,5645,M
9643,12815,M
9644,12816,W
9645,6026,M
9646,7378,W
9647,12817,W
9648,3721,W
9649,2817,M
9650,457,M
9651,12818,M
9652,12819,W
9653,12820,W
9654,1101,M
9655,12821,M
9656,12822,W
9657,12823,M
9658,12824,W
9659,12825,M
9660,1977,M
9661,12826,W
9662,719,M
9663,3868,M
9664,12827,M
9665,6878,M
9666,12828,W
9667,12829,M
9668,12830,M
9669,12831,M
9670,2631,W
9671,2501,M
9672,12832,M
9673,541,M
9674,1974,W
9675,12833,M
9676,223,M
9677,3254,M
9678,2374,M
9679,7444,W
9680,2925,W
9681,12834,M
9682,12835,M
9683,12836,W
9684,12837,M
9685,12838,M
9686,4767,M
9687,2433,W
9688,1256,M
9689,12839,W
9690,12840,W
9691,12841,W
9692,12842,W
9693,12843,M
9694,4379,W
9695,12844,M
9696,12845,M
9697,12846,W
9698,6300,M
9699,7132,M
9700,12847,M
9701,2877,M
9702,7238,W
9703,4869,M
9704,12848,M
9705,373,M
9706,12849,M
9707,12850,M
9708,12851,M
9709,12852,M
9710,12853,M
9711,440,M
9712,6146,M
9713,3894,W
9714,12854,M
9715,12855,M
9716,12856,M
9717,369,M
9718,12857,W
9719,12858,W
9720,12859,M
9721,3269,W
9722,131,W
9723,12860,M
9724,12861,W
9725,12862,M
9726,5654,W
9727,12863,M
9728,1786,W
9729,12864,M
9730,12865,W
9731,12866,W
9732,6151,W
9733,12867,M
9734,7278,M
9735,12868,M
9736,12869,M
9737,12870,M
9738,12871,M
9739,970,M
9740,3080,M
9741,3299,W
9742,3635,W
9743,12872,M
9744,12873,M
9745,7333,M
9746,12874,W
9747,2223,M
9748,12875,M
9749,6551,M
9750,12876,W
9751,12877,W
9752,6669,W
9753,12878,W
9754,12879,W
9755,5558,M
9756,4697,M
9757,6736,M
9758,12880,W
9759,12881,M
9760,12882,M
9761,5168,M
9762,4413,W
9763,5496,W
9764,2310,W
9765,6338,W
9766,1071,M
9767,12883,W
9768,3470,M
9769,5465,M
9770,12884,M
9771,3522,W
9772,2623,M
9773,3440,W
9774,12885,M
9775,12886,M
9776,12887,M
9777,12888,M
9778,12889,W
9779,12890,M
9780,12891,M
9781,12892,W
9782,1418,W
9783,5919,M
9784,12893,M
9785,12894,M
9786,1831,M
9787,1131,W
9788,12895,M
9789,12896,M
9790,12897,M
9791,1996,M
9792,6619,M
9793,12898,M
9794,12899,W
9795,6950,M
9796,12900,W
9797,4072,M
9798,12901,M
9799,5270,W
9800,6653,M
9801,765,M
9802,12902,M
9803,12903,W
9804,5074,W
9805,12904,W
9806,6396,M
9807,4626,W
9808,12905,W
9809,4055,W
9810,12906,M
9811,12907,W
9812,449,M
9813,3614,M
9814,4391,M
9815,12908,W
9816,3817,M
9817,12909,M
9818,1361,M
9819,12910,M
9820,4415,W
9821,12911,W
9822,4057,M
9823,12912,M
9824,2381,M
9825,2041,M
9826,469,W
9827,12913,M
9828,4034,M
9829,5599,M
9830,6444,M
9831,12914,M
9832,12915,W
9833,3421,M
9834,3739,M
9835,12916,W
9836,12917,W
9837,12918,M
9838,6346,W
9839,419,W
9840,12919,W
9841,12920,M
9842,6863,M
9843,12921,W
9844,12922,W
9845,12923,M
9846,12924,M
9847,12925,M
9848,4226,M
9849,7043,M
9850,12926,W
9851,12927,M
9852,12928,W
9853,12929,M
9854,12930,M
9855,6285,M
9856,12931,W
9857,12932,M
9858,12933,M
9859,12934,W
9860,5720,M
9861,6613,M
9862,12935,W
9863,2489,W
9864,12936,M
9865,5705,W
9866,6007,W
9867,12937,M
9868,12938,M
9869,12939,W
9870,12940,M
9871,5116,M
9872,673,W
9873,12941,M
9874,12942,M
9875,1988,W
9876,12943,M
9877,12944,W
9878,12945,W
9879,12946,W
9880,4308,M
9881,3682,W
9882,3082,M
9883,6238,M
9884,12947,M
9885,6061,W
9886,12948,W
9887,12949,M
9888,12950,W
9889,5014,M
9890,12951,W
9891,7325,W
9892,12952,M
9893,12953,M
9894,3646,M
9895,12954,M
9896,12955,M
9897,3396,M
9898,12956,M
9899,5901,W
9900,12957,M
9901,12958,W
9902,12959,M
9903,7247,W
9904,12960,M
9905,751,W
9906,12961,M
9907,12962,W
9908,6162,W
9909,3889,M
9910,12963,W
9911,7484,M
9912,1868,M
9913,12964,M
9914,12965,M
9915,7068,M
9916,12966,W
9917,3491,M
9918,1358,W
9919,12967,M
9920,12968,M
9921,2907,W
9922,1346,M
9923,3587,M
9924,12969,W
9925,2656,M
9926,12970,M
9927,805,M
9928,12971,M
9929,3833,W
9930,12972,M
9931,4723,M
9932,12973,W
9933,7074,M
9934,12974,W
9935,3334,W
9936,2141,M
9937,2407,M
9938,6295,M
9939,12975,M
9940,12976,W
9941,6398,W
9942,6846,M
9943,4734,M
9944,12977,M
9945,12978,M
9946,12979,M
9947,4670,M
9948,12980,M
9949,3060,M
9950,12981,W
9951,12982,W
9952,12983,M
9953,12984,M
9954,12985,M
9955,5162,W
9956,3537,W
9957,12986,W
9958,2272,M
9959,12987,M
9960,7210,M
9961,12988,M
9962,12989,M
9963,12990,W
9964,12991,W
9965,12992,M
9966,1063,W
9967,1385,W
9968,5942,M
9969,12993,W
9970,12994,W
9971,12995,M
9972,4552,W
9973,1161,W
9974,12996,W
9975,12997,M
9976,1886,M
9977,12998,W
9978,6309,M
9979,4479,W
9980,6336,M
9981,1736,W
9982,12999,W
9983,13000,M
9984,13001,W
9985,13002,W
9986,6899,W
9987,13003,M
9988,7455,M
9989,13004,M
9990,6193,M
9991,13005,W
9992,6362,M
9993,3565,W
9994,4607,M
9995,3820,W
9996,13006,M
9997,563,W
9998,13007,W
9999,13008,M
10000,6273,M
10001,13009,M
10002,13010,M
10003,5988,W
10004,691,W
10005,4620,M
10006,2581,W
10007,13011,M
10008,13012,M
10009,13013,W
10010,13014,W
10011,13015,W
10012,1171,M
10013,2196,W
10014,7507,W
10015,13016,W
10016,13017,M
10017,2823,W
10018,13018,W
10019,13019,M
10020,13020,M
10021,13021,W
10022,13022,M
10023,13023,W
10024,1403,W
10025,13024,W
10026,6168,W
10027,13025,M
10028,2646,W
10029,13026,W
10030,7199,M
10031,2003,W
10032,13027,M
10033,6275,W
10034,13028,W
10035,1795,M
10036,4711,W
10037,13029,M
10038,3026,M
10039,898,M
10040,5829,M
10041,13030,W
10042,1978,W
10043,13031,W
10044,3232,W
10045,1921,M
10046,7269,M
10047,6158,M
10048,13032,M
10049,5437,W
10050,13033,M
10051,854,W
10052,5814,W
10053,13034,W
10054,13035,M
10055,13036,M
10056,7448,W
10057,5614,M
10058,3684,M
10059,7450,M
10060,13037,M
10061,650,W
10062,13038,M
10063,6439,M
10064,6226,M
10065,5408,M
10066,2664,W
10067,4746,W
10068,6971,M
10069,1347,W
10070,969,M
10071,1032,M
10072,13039,W
10073,4862,W
10074,13040,M
10075,13041,M
10076,13042,M
10077,3709,M
10078,13043,M
10079,4096,W
10080,13044,M
10081,13045,M
10082,2775,M
10083,1793,M
10084,13046,W
10085,13047,M
10086,13048,W
10087,13049,M
10088,1112,M
10089,5766,W
10090,13050,M
10091,4267,M
10092,13051,M
10093,2833,W
10094,3260,W
10095,13052,W
10096,4357,W
10097,7072,M
10098,4363,W
10099,13053,M
10100,13054,W
10101,780,W
10102,13055,M
10103,4381,M
10104,3067,W
10105,3594,M
10106,6365,W
10107,3688,W
10108,13056,M
10109,756,W
10110,5891,W
10111,6562,M
10112,191,M
10113,7370,M
10114,13057,M
10115,13058,W
10116,664,W
10117,13059,W
10118,13060,M
10119,13061,M
10120,4828,M
10121,2409,M
10122,13062,W
10123,6555,M
10124,13063,W
10125,6614,M
10126,1431,M
10127,13064,M
10128,13065,M
10129,4255,M
10130,1849,M
10131,4935,M
10132,2754,M
10133,13066,W
10134,1183,M
10135,737,M
10136,13067,W
10137,189,W
10138,2441,M
10139,13068,M
10140,13069,W
10141,3163,M
10142,13070,M
10143,13071,M
10144,5263,W
10145,5195,W
10146,750,W
10147,13072,M
10148,13073,W
10149,5154,M
10150,13074,M
10151,13075,M
10152,13076,W
10153,13077,M
10154,7070,W
10155,3002,W
10156,4588,M
10157,3957,M
10158,13078,M
10159,13079,M
10160,3092,W
10161,1272,M
10162,3247,W
10163,13080,M
10164,2528,W
10165,5516,M
10166,3752,W
10167,13081,M
10168,13082,M
10169,13083,M
10170,13084,W
10171,4438,M
10172,3203,W
10173,13085,M
10174,3335,M
10175,13086,W
10176,2169,W
10177,6216,M
10178,13087,W
10179,13088,M
10180,2202,M
10181,13089,W
10182,6815,M
10183,6331,M
10184,4135,W
10185,4533,W
10186,13090,M
10187,13091,W
10188,5668,M
10189,2491,W
10190,13092,M
10191,1906,M
10192,2945,M
10193,13093,W
10194,3850,M
10195,13094,W
10196,3570,W
10197,2295,W
10198,13095,M
10199,13096,W
10200,13097,M
10201,4922,W
10202,13098,M
10203,7188,M
10204,13099,W
10205,13100,W
10206,13101,W
10207,13102,W
10208,3832,M
10209,13103,W
10210,5659,M
10211,4216,W
10212,2025,M
10213,3879,M
10214,3016,M
10215,13104,M
10216,13105,W
10217,5455,M
10218,152,W
10219,3415,M
10220,6390,W
10221,13106,W
10222,13107,M
10223,13108,W
10224,13109,W
10225,13110,M
10226,13111,M
10227,13112,W
10228,5067,W
10229,3,M
10230,13113,M
10231,2797,M
10232,13114,M
10233,967,M
10234,1350,M
10235,1273,W
10236,476,M
10237,1512,W
10238,13115,W
10239,1954,M
10240,13116,W
10241,13117,W
10242,13118,W
10243,13119,M
10244,13120,M
10245,2292,M
10246,803,M
10247,13121,M
10248,219,M
10249,7000,M
10250,2777,W
10251,7111,W
10252,13122,W
10253,13123,M
10254,3218,W
10255,13124,W
10256,5024,M
10257,3083,M
10258,454,M
10259,13125,M
10260,2225,W
10261,4077,W
10262,3641,M
10263,7157,M
10264,13126,W
10265,4060,W
10266,13127,M
10267,13128,W
10268,228,M
10269,13129,M
10270,2520,W
10271,13130,M
10272,4800,M
10273,3720,M
10274,13131,W
10275,13132,W
10276,13133,M
10277,1336,M
10278,13134,M
10279,13135,M
10280,1013,M
10281,13136,W
10282,4419,M
10283,13137,M
10284,6691,M
10285,13138,W
10286,13139,M
10287,13140,W
10288,6347,M
10289,13141,M
10290,2134,M
10291,2112,W
10292,1415,W
10293,13142,W
10294,13143,M
10295,7225,W
10296,13144,M
10297,754,M
10298,13145,W
10299,1451,M
10300,391,W
10301,13146,M
10302,5822,M
10303,2999,M
10304,13147,M
10305,13148,W
10306,13149,W
10307,13150,M
10308,13151,M
10309,13152,M
10310,13153,W
10311,13154,M
10312,1973,M
10313,13155,M
10314,13156,M
10315,13157,W
10316,5383,M
10317,13158,M
10318,13159,W
10319,13160,M
10320,13161,W
10321,6108,M
10322,5656,M
10323,6369,W
10324,5397,M
10325,13162,M
10326,13163,W
10327,13164,M
10328,13165,M
10329,13166,W
10330,13167,W
10331,3966,M
10332,13168,M
10333,13169,M
10334,3498,W
10335,1994,W
10336,13170,W
10337,3271,M
10338,4644,M
10339,5235,M
10340,13171,M
10341,13172,W
10342,13173,M
10343,13174,M
10344,13175,M
10345,3921,M
10346,1643,M
10347,13176,M
10348,5719,W
10349,13177,M
10350,13178,M
10351,13179,W
10352,13180,M
10353,7345,W
10354,13181,M
10355,5037,M
10356,13182,M
10357,1617,W
10358,13183,M
10359,7330,M
10360,13184,W
10361,144,M
10362,23,M
10363,5406,W
10364,13185,M
10365,13186,W
10366,5634,M
10367,13187,M
10368,1102,M
10369,13188,W
10370,13189,M
10371,735,M
10372,13190,M
10373,4776,M
10374,13191,M
10375,13192,M
10376,2803,M
10377,13193,W
10378,13194,M
10379,13195,M
10380,13196,M
10381,13197,M
10382,3970,M
10383,1247,M
10384,609,W
10385,13198,M
10386,13199,W
10387,13200,M
10388,333,M
10389,13201,M
10390,13202,M
10391,13203,M
10392,13204,M
10393,13205,W
10394,13206,M
10395,13207,M
10396,6960,M
10397,187,M
10398,13208,M
10399,3554,W
10400,13209,M
10401,13210,W
10402,3756,W
10403,13211,W
10404,2739,M
10405,13212,M
10406,13213,W
10407,4293,M
10408,13214,W
10409,6240,M
10410,13215,M
10411,13216,W
10412,13217,M
10413,13218,M
10414,3149,W
10415,13219,M
10416,13220,M
10417,6116,M
10418,3867,W
10419,6237,W
10420,13221,M
10421,13222,M
10422,13223,M
10423,13224,W
10424,4129,M
10425,13225,W
10426,13226,M
10427,13227,W
10428,1641,M
10429,7022,W
10430,4735,M
10431,13228,M
10432,692,W
10433,5385,M
10434,5287,M
10435,13229,W
10436,5061,W
10437,13230,W
10438,5391,M
10439,13231,W
10440,7032,W
10441,13232,W
10442,13233,M
10443,13234,W
10444,13235,W
10445,13236,W
10446,6502,W
10447,13237,W
10448,13238,W
10449,603,M
10450,5631,M
10451,5609,M
10452,13239,W
10453,1268,M
10454,13240,M
10455,13241,M
10456,13242,M
10457,13243,M
10458,13244,M
10459,13245,W
10460,13246,W
10461,13247,M
10462,13248,M
10463,13249,M
10464,13250,W
10465,13251,W
10466,13252,M
10467,13253,W
10468,13254,W
10469,6595,M
10470,7311,M
10471,13255,M
10472,3908,W
10473,4553,M
10474,5976,M
10475,3261,M
10476,6973,W
10477,13256,W
10478,2934,W
10479,13257,W
10480,13258,M
10481,4299,W
10482,13259,W
10483,13260,W
10484,660,W
10485,2383,M
10486,7536,M
10487,13261,W
10488,2442,M
10489,3256,M
10490,7248,M
10491,13262,W
10492,13263,W
10493,1244,W
10494,13264,M
10495,13265,W
10496,195,M
10497,13266,W
10498,2228,W
10499,741,W
10500,6487,W
10501,13267,W
10502,13268,M
10503,13269,M
10504,13270,M
10505,13271,W
10506,13272,W
10507,13273,M
10508,13274,W
10509,7256,W
10510,4117,M
10511,13275,M
10512,13276,W
10513,7292,W
10514,13277,M
10515,2217,W
10516,13278,M
10517,13279,M
10518,13280,W
10519,13281,M
10520,13282,W
10521,13283,M
10522,5817,M
10523,13284,M
10524,13285,M
10525,13286,W
10526,13287,M
10527,13288,M
10528,13289,W
10529,5321,M
10530,13290,W
10531,6385,W
10532,3337,M
10533,13291,M
10534,5653,M
10535,13292,M
10536,836,M
10537,13293,M
10538,1681,W
10539,2137,W
10540,2258,M
10541,13294,W
10542,124,M
10543,13295,W
10544,13296,M
10545,4551,M
10546,13297,W
10547,13298,M
10548,1334,M
10549,13299,W
10550,13300,W
10551,5884,W
10552,13301,M
10553,13302,M
10554,13303,W
10555,6656,W
10556,13304,M
10557,5445,M
10558,1553,W
10559,1960,W
10560,13305,M
10561,13306,M
10562,2287,M
10563,13307,W
10564,242,W
10565,13308,M
10566,4602,M
10567,3381,M
10568,13309,M
10569,13310,W
10570,13311,M
10571,13312,W
10572,13313,M
10573,13314,W
10574,2603,M
10575,13315,W
10576,4239,W
10577,13316,M
10578,1345,W
10579,424,W
10580,13317,M
10581,1750,M
10582,7194,W
10583,13318,M
10584,5329,M
10585,3090,M
10586,13319,W
10587,13320,W
10588,13321,M
10589,13322,M
10590,6038,M
10591,13323,M
10592,13324,M
10593,5141,M
10594,13325,M
10595,258,M
10596,5078,M
10597,13326,M
10598,13327,M
10599,13328,W
10600,4978,M
10601,1742,M
10602,4918,W
10603,13329,M
10604,13330,M
10605,338,M
10606,13331,W
10607,4760,M
10608,3262,W
10609,13332,W
10610,13333,W
10611,3397,M
10612,13334,M
10613,13335,M
10614,13336,W
10615,13337,M
10616,13338,W
10617,13339,M
10618,13340,M
10619,13341,M
10620,13342,M
10621,13343,W
10622,6934,W
10623,831,W
10624,13344,M
10625,3187,M
10626,13345,W
10627,6426,M
10628,13346,M
10629,13347,W
10630,7323,M
10631,13348,W
10632,13349,M
10633,4049,M
10634,13350,M
10635,13351,W
10636,6566,M
10637,13352,M
10638,6720,M
10639,18,W
10640,13353,M
10641,7432,M
10642,13354,W
10643,5269,M
10644,13355,W
10645,13356,M
10646,13357,M
10647,1743,M
10648,13358,M
10649,4748,M
10650,6955,W
10651,13359,M
10652,13360,W
10653,6937,M
10654,6319,M
10655,5529,W
10656,13361,M
10657,13362,M
10658,13363,M
10659,13364,M
10660,13365,M
10661,13366,M
10662,13367,M
10663,2164,W
10664,7052,W
10665,936,M
10666,13368,W
10667,13369,W
10668,6171,M
10669,13370,W
10670,2320,M
10671,5890,W
10672,13371,W
10673,13372,W
10674,7307,W
10675,13373,W
10676,6097,M
10677,2521,M
10678,5524,W
10679,13374,W
10680,3142,W
10681,13375,W
10682,13376,W
10683,13377,W
10684,13378,W
10685,13379,M
10686,13380,M
10687,13381,M
10688,3638,W
10689,13382,W
10690,13383,W
10691,6337,W
10692,13384,W
10693,13385,M
10694,13386,W
10695,13387,W
10696,576,W
10697,5058,M
10698,13388,M
10699,5227,W
10700,13389,W
10701,13390,W
10702,4537,W
10703,13391,M
10704,13392,W
10705,2132,M
10706,472,M
10707,13393,M
10708,13394,M
10709,13395,W
10710,3826,W
10711,13396,W
10712,7316,M
10713,13397,M
10714,13398,M
10715,900,W
10716,13399,M
10717,13400,M
10718,13401,M
10719,1869,M
10720,13402,W
10721,13403,M
10722,3208,W
10723,13404,M
10724,2021,W
10725,3301,M
10726,1289,M
10727,4313,W
10728,7015,M
10729,13405,M
10730,4079,M
10731,5534,M
10732,13406,M
10733,2394,M
10734,13407,W
10735,1110,M
10736,7099,W
10737,13408,W
10738,13409,W
10739,13410,M
10740,1462,W
10741,13411,W
10742,5288,M
10743,13412,M
10744,578,W
10745,4136,W
10746,13413,W
10747,4197,W
10748,13414,W
10749,13415,W
10750,13416,W
10751,13417,W
10752,13418,W
10753,6954,M
10754,13419,W
10755,13420,W
10756,13421,W
10757,13422,W
10758,7443,W
10759,13423,M
10760,13424,M
10761,13425,W
10762,2897,M
10763,13426,W
10764,13427,M
10765,3732,M
10766,5750,M
10767,13428,M
10768,610,W
10769,2083,M
10770,2612,M
10771,1288,M
10772,120,W
10773,200,W
10774,2142,M
10775,2977,M
10776,5589,M
10777,13429,M
10778,13430,W
10779,13431,M
10780,7254,M
10781,13432,W
10782,13433,W
10783,5543,W
10784,13434,W
10785,13435,W
10786,13436,M
10787,13437,W
10788,13438,M
10789,5035,M
10790,13439,W
10791,13440,W
10792,13441,M
10793,4983,W
10794,13442,W
10795,13443,M
10796,5639,W
10797,13444,M
10798,13445,M
10799,13446,W
10800,5015,M
10801,13447,W
10802,13448,W
10803,13449,M
10804,426,M
10805,5012,W
10806,13450,W
10807,13451,W
10808,13452,M
10809,4737,M
10810,13453,W
10811,13454,W
10812,7185,W
10813,13455,W
10814,13456,W
10815,13457,W
10816,13458,M
10817,13459,M
10818,13460,W
10819,2403,M
10820,13461,M
10821,13462,M
10822,1813,M
10823,2063,M
10824,625,M
10825,2794,M
10826,13463,W
10827,13464,W
10828,13465,W
10829,13466,W
10830,6765,W
10831,138,M
10832,13467,W
