,mtknr,avg
2930,14108,29.0
2931,14122,10.0
2932,14125,38.0
2933,14126,26.0
2934,14127,19.0
2935,14131,27.0
2936,14132,14.0
2937,14134,38.0
2938,14137,35.0
2939,14141,23.0
2940,14144,13.0
2941,14151,30.0
2942,14155,13.0
2943,14157,23.0
2944,14165,36.0
2945,14173,21.0
2946,14177,23.0
2947,14178,12.0
2948,14180,33.0
2949,14181,10.0
2950,14187,50.0
2951,14188,28.0
2952,14199,35.0
2953,14206,50.0
2954,14207,24.0
2955,14209,18.0
2956,14211,20.0
2957,14214,15.0
2958,14218,21.0
2959,14221,23.0
2960,14227,15.0
2961,14238,24.0
2962,14240,11.0
2963,14251,30.0
2964,14252,32.0
2965,14254,23.0
2966,14255,22.0
2967,14258,24.0
2968,14263,18.0
2969,14265,22.0
2970,14267,29.0
2971,14270,32.0
2972,14274,29.0
2973,14276,22.0
2974,14277,14.0
2975,14278,20.0
2976,14284,18.0
2977,14288,36.0
2978,14289,16.0
2979,14297,25.0
2980,14305,22.0
2981,14306,36.0
2982,14307,15.0
2983,14311,29.0
2984,14315,21.0
2985,14322,18.0
2986,14323,18.0
2987,14324,25.0
2988,14345,
2989,14352,30.0
2990,14353,19.0
2991,14359,20.0
2992,14362,24.0
2993,14369,21.0
2994,14370,36.0
2995,14373,15.0
2996,14375,19.0
2997,14389,
2998,14390,26.0
2999,14391,43.0
3000,14395,22.0
3001,14396,20.0
3002,14402,35.0
3003,14406,19.0
3004,14409,18.0
3005,14410,20.0
3006,14413,31.0
3007,14416,16.0
3008,14420,17.0
3009,14429,23.0
3010,14430,12.0
3011,14437,13.0
3012,14440,20.0
3013,14452,28.0
3014,14464,18.0
3015,14469,14.0
3016,14472,24.0
3017,14484,28.0
3018,14488,19.0
3019,14491,18.0
3020,14492,26.0
3021,14498,22.0
3022,14510,30.0
3023,14512,26.0
3024,14517,18.0
3025,14518,37.0
3026,14525,30.0
3027,14527,16.0
3028,14530,16.0
3029,14532,18.0
3030,14536,35.0
3031,14537,27.0
3032,14540,16.0
3033,14548,14.0
3034,14554,26.0
3035,14561,30.0
3036,14570,35.0
3037,14573,24.0
3038,14574,26.0
3039,14583,30.0
3040,14585,16.0
3041,14586,28.0
3042,14588,16.0
3043,14592,29.0
3044,14599,24.0
3045,14606,25.0
3046,14611,14.0
3047,14612,19.0
3048,14615,32.0
3049,14621,15.0
3050,14622,21.0
3051,14623,20.0
3052,14629,39.0
3053,14637,16.0
3054,14640,16.0
3055,14643,26.0
3056,14653,31.0
3057,14659,23.0
3058,14661,18.0
3059,14665,24.0
3060,14666,25.0
3061,14675,17.0
3062,14681,16.0
3063,14684,27.0
3064,14685,24.0
3065,14686,21.0
3066,14688,19.0
3067,14691,17.0
3068,14693,50.0
3069,14697,17.0
3070,14704,16.0
3071,14712,40.0
3072,14715,27.0
3073,14728,18.0
3074,14733,27.0
3075,14734,50.0
3076,14736,20.0
3077,14744,37.0
3078,14746,13.0
3079,14747,13.0
3080,14750,13.0
3081,14751,20.0
3082,14752,18.0
3083,14754,45.0
3084,14762,18.0
3085,14765,27.0
3086,14772,19.0
3087,14775,48.0
3088,14776,17.0
3089,14780,12.0
3090,14786,18.0
3091,14787,22.0
3092,14792,25.0
3093,14793,19.0
3094,14798,18.0
3095,14801,12.0
3096,14803,37.0
3097,14811,40.0
3098,14819,28.0
3099,14827,28.0
3100,14835,30.0
3101,14841,24.0
3102,14842,34.0
3103,14848,17.0
3104,14854,16.0
3105,14856,22.0
3106,14865,16.0
3107,14875,18.0
3108,14878,50.0
3109,14880,24.0
3110,14889,14.0
3111,14892,12.0
3112,14895,50.0
3113,14896,25.0
3114,14899,14.0
3115,14907,24.0
3116,14912,20.0
3117,14913,15.0
3118,14915,25.0
3119,14919,13.0
3120,14922,13.0
3121,14940,25.0
3122,14943,50.0
3123,14948,37.0
3124,14956,26.0
3125,14963,13.0
3126,14969,15.0
3127,14978,29.0
3128,14979,32.0
3129,14988,17.0
3130,14989,28.0
3131,14998,23.0
3132,14999,30.0
3133,15003,24.0
3134,15005,13.0
3135,15007,16.0
3136,15009,24.0
3137,15011,27.0
3138,15021,20.0
3139,15028,30.0
3140,15030,19.0
3141,15045,15.0
3142,15056,10.0
3143,15058,18.0
3144,15060,13.0
3145,15063,23.0
3146,15068,24.0
3147,15073,
3148,15074,16.0
3149,15076,21.0
3150,15084,25.0
3151,15089,15.0
3152,15090,28.0
3153,15096,19.0
3154,15099,12.0
3155,15111,50.0
3156,15112,10.0
3157,15117,27.0
3158,15123,44.0
3159,15125,21.0
3160,15127,27.0
3161,15128,34.0
3162,15132,31.0
3163,15139,15.0
3164,15144,16.0
3165,15152,17.0
3166,15162,39.0
3167,15163,37.0
3168,15165,18.0
3169,15168,34.0
3170,15171,41.0
3171,15173,20.0
3172,15174,33.0
3173,15176,20.0
3174,15183,17.0
3175,15189,30.0
3176,15194,41.0
3177,15195,26.0
3178,15204,30.0
3179,15224,32.0
3180,15228,18.0
3181,15231,21.0
3182,15241,31.0
3183,15250,36.0
3184,15251,41.0
3185,15252,35.0
3186,15253,27.0
3187,15254,26.0
3188,15261,24.0
3189,15264,16.0
3190,15270,23.0
3191,15271,50.0
3192,15272,20.0
3193,15276,36.0
3194,15281,22.0
3195,15283,16.0
3196,15286,19.0
3197,15297,26.0
3198,15300,18.0
3199,15304,23.0
3200,15310,16.0
3201,15315,21.0
3202,15324,41.0
3203,15340,24.0
3204,15355,15.0
3205,15359,50.0
3206,15366,15.0
3207,15367,23.0
3208,15371,38.0
3209,15374,16.0
3210,15378,28.0
3211,15382,20.0
3212,15388,
3213,15412,28.0
3214,15416,34.0
3215,15422,21.0
3216,15425,
3217,15434,36.0
3218,15447,25.0
3219,15451,23.0
3220,15452,22.0
3221,15457,46.0
3222,15459,21.0
3223,15460,19.0
3224,15468,13.0
3225,15470,50.0
3226,15472,17.0
3227,15475,24.0
3228,15481,32.0
3229,15482,40.0
3230,15491,25.0
3231,15494,27.0
3232,15510,27.0
3233,15511,17.0
3234,15513,15.0
3235,15514,15.0
3236,15526,28.0
3237,15528,28.0
3238,15529,32.0
3239,15534,37.0
3240,15539,17.0
3241,15542,21.0
3242,15544,22.0
3243,15562,12.0
3244,15565,26.0
3245,15574,18.0
3246,15576,18.0
3247,15577,16.0
3248,15583,23.0
3249,15584,17.0
3250,15593,12.0
3251,15603,10.0
3252,15604,50.0
3253,15615,30.0
3254,15618,17.0
3255,15623,27.0
3256,15627,21.0
3257,15630,27.0
3258,15636,12.0
3259,15637,13.0
3260,15643,45.0
3261,15648,19.0
3262,15650,44.0
3263,15659,25.0
3264,15662,17.0
3265,15668,16.0
3266,15671,17.0
3267,15675,22.0
3268,15680,34.0
3269,15681,33.0
3270,15682,16.0
3271,15684,25.0
3272,15691,19.0
3273,15699,13.0
3274,15707,37.0
3275,15713,16.0
3276,15715,22.0
3277,15717,18.0
3278,15721,31.0
3279,15744,11.0
3280,15760,29.0
3281,15761,25.0
3282,15766,32.0
3283,15773,13.0
3284,15782,27.0
3285,15786,17.0
3286,15797,14.0
3287,15799,19.0
3288,15800,25.0
3289,15804,17.0
3290,15813,29.0
3291,15819,24.0
3292,15821,14.0
3293,15829,14.0
3294,15830,16.0
3295,15836,14.0
3296,15841,34.0
3297,15851,18.0
3298,15854,22.0
3299,15855,17.0
3300,15860,19.0
3301,15879,22.0
3302,15883,22.0
3303,15885,25.0
3304,15887,21.0
3305,15899,18.0
3306,15902,19.0
3307,15903,17.0
3308,15904,24.0
3309,15911,23.0
3310,15924,19.0
3311,15929,23.0
3312,15931,18.0
3313,15933,30.0
3314,15941,32.0
3315,15948,20.0
3316,15949,18.0
3317,15953,16.0
3318,15961,19.0
3319,15963,19.0
3320,15971,27.0
3321,15977,18.0
3322,15985,23.0
3323,15986,13.0
3324,16011,31.0
3325,16019,33.0
3326,16026,29.0
3327,16027,18.0
3328,16028,24.0
3329,16031,28.0
3330,16034,23.0
3331,16038,18.0
3332,16045,13.0
3333,16067,13.0
3334,16069,19.0
3335,16073,50.0
3336,16074,31.0
3337,16077,37.0
3338,16095,20.0
3339,16097,19.0
3340,16098,13.0
3341,16099,32.0
3342,16104,18.0
3343,16105,14.0
3344,16111,21.0
3345,16117,10.0
3346,16120,31.0
3347,16131,15.0
3348,16132,20.0
3349,16143,25.0
3350,16145,17.0
3351,16146,39.0
3352,16148,28.0
3353,16151,18.0
3354,16152,19.0
3355,16155,16.0
3356,16165,34.0
3357,16166,
3358,16172,29.0
3359,16175,18.0
3360,16182,19.0
3361,16183,12.0
3362,16184,24.0
3363,16192,14.0
3364,16194,13.0
3365,16200,40.0
3366,16245,21.0
3367,16247,30.0
3368,16248,23.0
3369,16252,14.0
3370,16254,26.0
3371,16255,19.0
3372,16256,17.0
3373,16257,24.0
3374,16258,17.0
3375,16262,15.0
3376,16266,17.0
3377,16281,27.0
3378,16282,24.0
3379,16283,18.0
3380,16285,45.0
3381,16293,31.0
3382,16298,39.0
3383,16315,19.0
3384,16316,12.0
3385,16318,27.0
3386,16324,35.0
3387,16328,30.0
3388,16331,28.0
3389,16341,22.0
3390,16357,33.0
3391,16363,24.0
3392,16366,19.0
3393,16372,26.0
3394,16375,22.0
3395,16377,13.0
3396,16378,18.0
3397,16380,18.0
3398,16382,16.0
3399,16385,14.0
3400,16394,20.0
3401,16395,26.0
3402,16396,50.0
3403,16400,34.0
3404,16402,18.0
3405,16404,26.0
3406,16407,35.0
3407,16412,19.0
3408,16413,17.0
3409,16414,21.0
3410,16415,26.0
3411,16418,13.0
3412,16420,23.0
3413,16430,50.0
3414,16431,10.0
3415,16436,20.0
3416,16437,27.0
3417,16440,23.0
3418,16441,22.0
3419,16442,17.0
3420,16447,27.0
3421,16470,25.0
3422,16473,28.0
3423,16474,19.0
3424,16476,22.0
3425,16477,14.0
3426,16489,20.0
3427,16493,46.0
3428,16500,24.0
3429,16501,35.0
3430,16503,12.0
3431,16504,11.0
3432,16507,46.0
3433,16512,26.0
3434,16523,16.0
3435,16524,18.0
3436,16527,29.0
3437,16530,16.0
3438,16535,18.0
3439,16536,20.0
3440,16542,37.0
3441,16544,13.0
3442,16546,19.0
3443,16549,19.0
3444,16557,23.0
3445,16560,18.0
3446,16581,19.0
3447,16583,24.0
3448,16590,17.0
3449,16600,17.0
3450,16603,19.0
